A	Coef.KO - WT	Coef.WT - KO	t.KO - WT	t.WT - KO	p.value.KO - WT	p.value.WT - KO	p.value.adj.KO - WT	p.value.adj.WT - KO	F	F.p.value
EIF3A	-2.0615544	0.40746414	-0.40746414	0.2241627	-0.2241627	0.837006837	0.837006837	0.99797892651	0.99797892651	0.0502489	0.837006837
EIF4A1	-0.6217145	0.15351739	-0.15351739	0.0764123	-0.0764123	0.9438940493	0.9438940493	1	1	0.0058388	0.9438940493
EIF4A3	-2.5385215	-1.56681324	1.56681324	-1.1882751	1.1882751	0.3200912677	0.3200912677	0.77397218933	0.77397218933	1.4119976	0.3200912677
EIF4B	-1.5169743	-0.4762811	0.4762811	-0.370687	0.370687	0.7354592115	0.7354592115	0.95540416467	0.95540416467	0.1374089	0.7354592115
EIF5A	-1.8782984	0.77397603	-0.77397603	1.0907978	-1.0907978	0.3550124416	0.3550124416	0.77397218933	0.77397218933	1.1898399	0.3550124416
ELAVL1	-2.1831131	-2.27763	2.27763	-1.7407031	1.7407031	0.1799522975	0.1799522975	0.77397218933	0.77397218933	3.0300473	0.1799522975
ELAVL4	-2.1460477	2.35176081	-2.35176081	2.2025221	-2.2025221	0.1147489306	0.1147489306	0.77397218933	0.77397218933	4.8511038	0.1147489306
ELMOD2	-1.7961251	3.05160604	-3.05160604	2.3555732	-2.3555732	0.0996518716	0.0996518716	0.77397218933	0.77397218933	5.5487249	0.0996518716
EMD	-2.1917015	-0.71250117	0.71250117	-1.0709224	1.0709224	0.3625827294	0.3625827294	0.77397218933	0.77397218933	1.1468747	0.3625827294
ENAH	-1.3183158	2.13565473	-2.13565473	1.483228	-1.483228	0.2344995963	0.2344995963	0.77397218933	0.77397218933	2.1999653	0.2344995963
ENO1	3.7254589	-0.11568434	0.11568434	-0.2470361	0.2470361	0.8207958157	0.8207958157	0.99797892651	0.99797892651	0.0610268	0.8207958157
EPDR1	-2.8540356	-0.93578497	0.93578497	-1.1285295	1.1285295	0.3410659519	0.3410659519	0.77397218933	0.77397218933	1.2735788	0.3410659519
EPHB2	2.5520117	-2.42303685	2.42303685	-1.3289322	1.3289322	0.2757627921	0.2757627921	0.77397218933	0.77397218933	1.7660608	0.2757627921
EPRS1	0.8898113	-1.28523931	1.28523931	-0.7742485	0.7742485	0.4951154853	0.4951154853	0.83475992451	0.83475992451	0.5994607	0.4951154853
ERH	0.0332238	-0.68618796	0.68618796	-0.8134698	0.8134698	0.4754205174	0.4754205174	0.81334196357	0.81334196357	0.6617332	0.4754205174
ERO1A	-1.9627917	-0.11367897	0.11367897	-0.3376051	0.3376051	0.7578680991	0.7578680991	0.97062740027	0.97062740027	0.1139772	0.7578680991
ERP29	0.6379424	0.73819802	-0.73819802	0.4360496	-0.4360496	0.692226582	0.692226582	0.93680617401	0.93680617401	0.1901392	0.692226582
ERP44	0.4030961	-1.64975518	1.64975518	-0.945098	0.945098	0.4142252466	0.4142252466	0.77676332937	0.77676332937	0.8932103	0.4142252466
ESYT1	1.1406644	-0.79329762	0.79329762	-0.4407439	0.4407439	0.6891782092	0.6891782092	0.93680617401	0.93680617401	0.1942552	0.6891782092
EZR	-1.0471269	-1.41597584	1.41597584	-1.1803206	1.1803206	0.3228070626	0.3228070626	0.77397218933	0.77397218933	1.3931567	0.3228070626
FABP5	0.9864628	-2.04169026	2.04169026	-1.4978989	1.4978989	0.2309392768	0.2309392768	0.77397218933	0.77397218933	2.243701	0.2309392768
FAM234A	2.1237505	-0.81868101	0.81868101	-1.3154021	1.3154021	0.2797342082	0.2797342082	0.77397218933	0.77397218933	1.7302827	0.2797342082
FASN	3.1309357	2.50923895	-2.50923895	1.216919	-1.216919	0.3105026735	0.3105026735	0.77397218933	0.77397218933	1.4808919	0.3105026735
FBL	-2.2146187	-0.66666667	0.66666667	-1.0533372	1.0533372	0.3694115543	0.3694115543	0.77397218933	0.77397218933	1.1095193	0.3694115543
FDFT1	-1.9168527	0.20555712	-0.20555712	0.1142486	-0.1142486	0.9162464919	0.9162464919	1	1	0.0130527	0.9162464919
FKBP4	1.7221692	-0.85369513	0.85369513	-2.046822	2.046822	0.1330151688	0.1330151688	0.77397218933	0.77397218933	4.1894803	0.1330151688
FLG	-1.0272652	0.61986163	-0.61986163	0.2276186	-0.2276186	0.8345502718	0.8345502718	0.99797892651	0.99797892651	0.0518102	0.8345502718
FLNB	3.097663	0.62350159	-0.62350159	1.0800607	-1.0800607	0.3590826774	0.3590826774	0.77397218933	0.77397218933	1.1665311	0.3590826774
FLOT1	-1.5294468	1.1949875	-1.1949875	1.3677845	-1.3677845	0.2646868236	0.2646868236	0.77397218933	0.77397218933	1.8708343	0.2646868236
FLOT2	-1.9923814	2.65909331	-2.65909331	2.3167328	-2.3167328	0.1032434108	0.1032434108	0.77397218933	0.77397218933	5.3672508	0.1032434108
FLVCR1	-1.2491428	0.69895385	-0.69895385	0.7264283	-0.7264283	0.5200424394	0.5200424394	0.84416191326	0.84416191326	0.527698	0.5200424394
FSCN1	1.8019846	1.20728515	-1.20728515	0.6820705	-0.6820705	0.5440594578	0.5440594578	0.86111905117	0.86111905117	0.4652202	0.5440594578
FTH1	-1.5572985	-1.41597584	1.41597584	-1.7157562	1.7157562	0.1845576921	0.1845576921	0.77397218933	0.77397218933	2.9438194	0.1845576921
FUBP1	-2.0102006	-0.51017157	0.51017157	-0.2695024	0.2695024	0.8049892958	0.8049892958	0.99797892651	0.99797892651	0.0726315	0.8049892958
FUBP3	-2.5294468	0.52832083	-0.52832083	0.9801436	-0.9801436	0.3991833641	0.3991833641	0.77397218933	0.77397218933	0.9606815	0.3991833641
FUS	-1.8611162	-1.3736718	1.3736718	-0.6350183	0.6350183	0.5704675154	0.5704675154	0.87595931672	0.87595931672	0.4032483	0.5704675154
FXR1	-2.0856193	0.35933417	-0.35933417	0.2015683	-0.2015683	0.8531274678	0.8531274678	0.99797892651	0.99797892651	0.0406298	0.8531274678
G3BP2	-3.0577677	-0.52832083	0.52832083	-0.9801436	0.9801436	0.3991833641	0.3991833641	0.77397218933	0.77397218933	0.9606815	0.3991833641
GANAB	-3.0577677	-0.52832083	0.52832083	-0.9801436	0.9801436	0.3991833641	0.3991833641	0.77397218933	0.77397218933	0.9606815	0.3991833641
GAP43	3.5552025	-0.26705154	0.26705154	-0.4367294	0.4367294	0.6917846272	0.6917846272	0.93680617401	0.93680617401	0.1907326	0.6917846272
GAPDH	5.1517591	-0.08435486	0.08435486	-0.2591368	0.2591368	0.8122673344	0.8122673344	0.99797892651	0.99797892651	0.0671519	0.8122673344
GARS1	-0.8752565	-0.07413081	0.07413081	-0.0391684	0.0391684	0.9712130619	0.9712130619	1	1	0.0015342	0.9712130619
GART	-2.0102006	-2.62345491	2.62345491	-2.2333669	2.2333669	0.1114956152	0.1114956152	0.77397218933	0.77397218933	4.9879275	0.1114956152
GDAP1	-1.3116433	0.35933417	-0.35933417	0.8228215	-0.8228215	0.4708242348	0.4708242348	0.80745777863	0.80745777863	0.6770353	0.4708242348
GDI2	-0.385674	0.40606006	-0.40606006	0.2103489	-0.2103489	0.8468506528	0.8468506528	0.99797892651	0.99797892651	0.0442467	0.8468506528
GET3	-2.9349401	0.77397603	-0.77397603	1.0907978	-1.0907978	0.3550124416	0.3550124416	0.77397218933	0.77397218933	1.1898399	0.3550124416
GFRA2	-2.504113	1.6356302	-1.6356302	1.1912358	-1.1912358	0.3190863537	0.3190863537	0.77397218933	0.77397218933	1.4190427	0.3190863537
GGCT	-0.9313277	-1.18632243	1.18632243	-1.3538392	1.3538392	0.2686070018	0.2686070018	0.77397218933	0.77397218933	1.8328805	0.2686070018
GLUD1	-1.5986198	3.44661667	-3.44661667	8.7337863	-8.7337863	0.0031396125	0.0031396125	0.33568195051	0.33568195051	76.2790236	0.0031396125
GNA13	2.7292009	0.12431737	-0.12431737	0.2157501	-0.2157501	0.8429971247	0.8429971247	0.99797892651	0.99797892651	0.0465481	0.8429971247
GNAI3	2.2963087	1.04620547	-1.04620547	1.2312692	-1.2312692	0.3058098144	0.3058098144	0.77397218933	0.77397218933	1.5160239	0.3058098144
GNB1	3.43483	-0.11776696	0.11776696	-0.2580172	0.2580172	0.8130549471	0.8130549471	0.99797892651	0.99797892651	0.0665729	0.8130549471
GNG2	-1.024489	0.87156995	-0.87156995	0.3890859	-0.3890859	0.7231451906	0.7231451906	0.94878823878	0.94878823878	0.1513878	0.7231451906
GOT2	-2.0102006	-2.62345491	2.62345491	-2.2333669	2.2333669	0.1114956152	0.1114956152	0.77397218933	0.77397218933	4.9879275	0.1114956152
GPC2	0.2817582	-1.73115991	1.73115991	-1.350342	1.350342	0.2695997567	0.2695997567	0.77397218933	0.77397218933	1.8234234	0.2695997567
GPC6	-1.9627917	1.17032064	-1.17032064	2.0096897	-2.0096897	0.1378694969	0.1378694969	0.77397218933	0.77397218933	4.0388526	0.1378694969
GPRIN1	0.989625	0.60865687	-0.60865687	0.4238999	-0.4238999	0.7001524752	0.7001524752	0.9386891966	0.9386891966	0.1796911	0.7001524752
GPX1	-0.6780261	-0.50785399	0.50785399	-0.2231829	0.2231829	0.8377037282	0.8377037282	0.99797892651	0.99797892651	0.0498106	0.8377037282
GRPEL1	0.2596802	0.66330373	-0.66330373	0.5211918	-0.5211918	0.6382048353	0.6382048353	0.90358412788	0.90358412788	0.2716409	0.6382048353
GSPT1	-2.0196312	-2.60459373	2.60459373	-6.5534583	6.5534583	0.0071866123	0.0071866123	0.41802128181	0.41802128181	42.9478162	0.0071866123
GSTM3	-2.117125	-2.40960623	2.40960623	-2.3081799	2.3081799	0.1040552539	0.1040552539	0.77397218933	0.77397218933	5.3276942	0.1040552539
GSTO1	0.3091772	1.30053425	-1.30053425	1.0402095	-1.0402095	0.3745903295	0.3745903295	0.77397218933	0.77397218933	1.0820358	0.3745903295
GSTP1	0.6440739	2.26014086	-2.26014086	2.4523617	-2.4523617	0.0913420907	0.0913420907	0.77397218933	0.77397218933	6.0140781	0.0913420907
GTF2I	-3.3219281	0	0	0	0	1	1	1	1	0	1
H1-2	-1.8064686	-1.97427738	1.97427738	-1.2713959	1.2713959	0.2930714839	0.2930714839	0.77397218933	0.77397218933	1.6164476	0.2930714839
H1-5	-3.3219281	0	0	0	0	1	1	1	1	0	1
H2AC13	1.0216276	2.07652506	-2.07652506	1.3663321	-1.3663321	0.2650922332	0.2650922332	0.77397218933	0.77397218933	1.8668635	0.2650922332
H2BC14	-1.1622902	2.20599252	-2.20599252	1.9028551	-1.9028551	0.153043688	0.153043688	0.77397218933	0.77397218933	3.6208576	0.153043688
H3C15	-2.6139402	1.41597584	-1.41597584	1.1803206	-1.1803206	0.3228070626	0.3228070626	0.77397218933	0.77397218933	1.3931567	0.3228070626
H4C15	2.8140203	0.16250217	-0.16250217	0.2347782	-0.2347782	0.8294691074	0.8294691074	0.99797892651	0.99797892651	0.0551208	0.8294691074
HADHA	3.3585756	0.1586726	-0.1586726	0.2464556	-0.2464556	0.8212058257	0.8212058257	0.99797892651	0.99797892651	0.0607403	0.8212058257
HADHB	-0.0375661	1.6578426	-1.6578426	1.4433489	-1.4433489	0.2444838721	0.2444838721	0.77397218933	0.77397218933	2.0832561	0.2444838721
HBB	-1.5654016	-0.45641127	0.45641127	-0.9250793	0.9250793	0.423050605	0.423050605	0.78083570948	0.78083570948	0.8557717	0.423050605
HDAC2	-2.3145291	2.01479804	-2.01479804	1.8104723	-1.8104723	0.1677550602	0.1677550602	0.77397218933	0.77397218933	3.2778101	0.1677550602
HDGF	-2.9349401	-0.77397603	0.77397603	-1.0907978	1.0907978	0.3550124416	0.3550124416	0.77397218933	0.77397218933	1.1898399	0.3550124416
HLA-A	-2.2652864	0	0	0	0	1	1	1	1	0	1
HMGB1	2.4864212	0.91575097	-0.91575097	1.5230105	-1.5230105	0.2249821057	0.2249821057	0.77397218933	0.77397218933	2.3195609	0.2249821057
HMGCS1	-1.7460402	-2.09513407	2.09513407	-1.7877422	1.7877422	0.171621396	0.171621396	0.77397218933	0.77397218933	3.1960222	0.171621396
HNRNPA0	-1.6286162	-0.41366937	0.41366937	-0.1709126	0.1709126	0.8751525351	0.8751525351	1	1	0.0292111	0.8751525351
HNRNPA1	0.4402562	-1.16881537	1.16881537	-1.2277548	1.2277548	0.3069523446	0.3069523446	0.77397218933	0.77397218933	1.5073818	0.3069523446
HNRNPA2B1	0.3075518	-1.50605544	1.50605544	-0.7620909	0.7620909	0.5013576393	0.5013576393	0.83719529248	0.83719529248	0.5807825	0.5013576393
HNRNPA3	-0.2067505	-1.31947363	1.31947363	-0.6869801	0.6869801	0.5413590719	0.5413590719	0.8607485927	0.8607485927	0.4719416	0.5413590719
HNRNPAB	-0.7608744	-1.75917799	1.75917799	-0.6013895	0.6013895	0.5899209594	0.5899209594	0.88788018176	0.88788018176	0.3616693	0.5899209594
HNRNPC	0.2043293	-0.4163839	0.4163839	-0.5361868	0.5361868	0.6289790723	0.6289790723	0.89964629602	0.89964629602	0.2874963	0.6289790723
HNRNPD	-0.5403141	-3.4499447	3.4499447	-8.707814	8.707814	0.0031669733	0.0031669733	0.33568195051	0.33568195051	75.8260254	0.0031669733
HNRNPDL	-2.1727918	-2.29827259	2.29827259	-1.2079168	1.2079168	0.3134841877	0.3134841877	0.77397218933	0.77397218933	1.4590631	0.3134841877
HNRNPF	-0.8119599	-1.16569658	1.16569658	-0.3971843	0.3971843	0.7177601451	0.7177601451	0.94878823878	0.94878823878	0.1577554	0.7177601451
HNRNPH1	2.9507844	-0.38271398	0.38271398	-0.6346856	0.6346856	0.5706576326	0.5706576326	0.87595931672	0.87595931672	0.4028258	0.5706576326
HNRNPH3	-1.2732078	-1.12448613	1.12448613	-0.441109	0.441109	0.6889414693	0.6889414693	0.93680617401	0.93680617401	0.1945771	0.6889414693
HNRNPK	3.5612707	-0.23415588	0.23415588	-0.4178877	0.4178877	0.704093658	0.704093658	0.9386891966	0.9386891966	0.1746301	0.704093658
HNRNPL	-1.5517387	-1.42709537	1.42709537	-0.5513296	0.5513296	0.6197534682	0.6197534682	0.89316891617	0.89316891617	0.3039643	0.6197534682
HNRNPM	-1.0288215	-2.37159448	2.37159448	-0.9730787	0.9730787	0.4021741524	0.4021741524	0.77498583545	0.77498583545	0.9468822	0.4021741524
HNRNPR	0.4580876	-2.35084394	2.35084394	-3.4905143	3.4905143	0.0396462959	0.0396462959	0.77397218933	0.77397218933	12.1836899	0.0396462959
HNRNPU	2.3386875	0.86157833	-0.86157833	0.7525925	-0.7525925	0.5062796162	0.5062796162	0.83774854939	0.83774854939	0.5663954	0.5062796162
HNRNPUL2	-2.2652864	0	0	0	0	1	1	1	1	0	1
HPCAL1	-0.6024064	0.12085669	-0.12085669	0.0560099	-0.0560099	0.9588499157	0.9588499157	1	1	0.0031371	0.9588499157
HPCAL4	-2.7682734	1.10730936	-1.10730936	1.1539388	-1.1539388	0.3319819861	0.3319819861	0.77397218933	0.77397218933	1.3315747	0.3319819861
HPRT1	2.0244569	0.09269531	-0.09269531	0.2731966	-0.2731966	0.8024018211	0.8024018211	0.99797892651	0.99797892651	0.0746364	0.8024018211
HSD17B10	3.7949593	0.33637307	-0.33637307	0.9802039	-0.9802039	0.3991579341	0.3991579341	0.77397218933	0.77397218933	0.9607997	0.3991579341
HSD17B12	-1.3992202	2.29746368	-2.29746368	4.6100492	-4.6100492	0.0191276328	0.0191276328	0.77397218933	0.77397218933	21.2525538	0.0191276328
HSD17B4	-1.1719094	-1.37182574	1.37182574	-1.3097714	1.3097714	0.2814046767	0.2814046767	0.77397218933	0.77397218933	1.7155011	0.2814046767
HSP90AB1	3.2201953	0.19519709	-0.19519709	0.5609681	-0.5609681	0.6139295503	0.6139295503	0.89316891617	0.89316891617	0.3146852	0.6139295503
HSPA1A	4.2749106	0.19825942	-0.19825942	0.5110236	-0.5110236	0.6445113911	0.6445113911	0.91066589262	0.91066589262	0.2611451	0.6445113911
HSPA5	5.5914519	0.01753342	-0.01753342	0.0480823	-0.0480823	0.9646678255	0.9646678255	1	1	0.0023119	0.9646678255
HSPA8	6.0307322	-0.04329343	0.04329343	-0.1299038	0.1299038	0.9048503798	0.9048503798	1	1	0.016875	0.9048503798
HSPA9	4.6249638	-0.01042794	0.01042794	-0.0296863	0.0296863	0.9781788039	0.9781788039	1	1	0.0008813	0.9781788039
HSPB1	0.7757999	1.52691264	-1.52691264	1.6870747	-1.6870747	0.1900191576	0.1900191576	0.77397218933	0.77397218933	2.8462211	0.1900191576
HSPBP1	-2.6269406	-1.389975	1.389975	-1.1787014	1.1787014	0.323362737	0.323362737	0.77397218933	0.77397218933	1.389337	0.323362737
HSPD1	5.2223222	0.3171353	-0.3171353	0.8670749	-0.8670749	0.449592717	0.449592717	0.79367720622	0.79367720622	0.7518189	0.449592717
HSPE1	1.3644325	1.21637585	-1.21637585	0.6950134	-0.6950134	0.5369630964	0.5369630964	0.85577643824	0.85577643824	0.4830436	0.5369630964
HSPH1	3.724707	-0.04944556	0.04944556	-0.1210173	0.1210173	0.9113157551	0.9113157551	1	1	0.0146452	0.9113157551
HUWE1	-1.9387268	1.21845061	-1.21845061	1.6214077	-1.6214077	0.2032257153	0.2032257153	0.77397218933	0.77397218933	2.6289629	0.2032257153
HYOU1	2.6604061	-0.21552842	0.21552842	-0.2041003	0.2041003	0.8513159264	0.8513159264	0.99797892651	0.99797892651	0.0416569	0.8513159264
IARS1	-1.0695579	0.84350491	-0.84350491	0.5010412	-0.5010412	0.6507418732	0.6507418732	0.91747987181	0.91747987181	0.2510423	0.6507418732
IDH2	1.4563452	2.85302505	-2.85302505	1.8689857	-1.8689857	0.1582562573	0.1582562573	0.77397218933	0.77397218933	3.4931076	0.1582562573
IGLON5	-0.5958528	-3.06217566	3.06217566	-2.9496914	2.9496914	0.0599131258	0.0599131258	0.77397218933	0.77397218933	8.7006794	0.0599131258
ILF2	-0.1936734	0.17032064	-0.17032064	0.2081331	-0.2081331	0.8484331785	0.8484331785	0.99797892651	0.99797892651	0.0433194	0.8484331785
ILF3	-1.0838463	-0.81492828	0.81492828	-0.2781564	0.2781564	0.7989332753	0.7989332753	0.99797892651	0.99797892651	0.077371	0.7989332753
IMPDH2	-0.5393402	2.73322411	-2.73322411	2.0475362	-2.0475362	0.1329237967	0.1329237967	0.77397218933	0.77397218933	4.1924047	0.1329237967
INA	0.8907006	-3.42006095	3.42006095	-2.790732	2.790732	0.0682446274	0.0682446274	0.77397218933	0.77397218933	7.7881852	0.0682446274
IPO5	4.0466804	-0.05736779	0.05736779	-0.1653217	0.1653217	0.8791866556	0.8791866556	1	1	0.0273313	0.8791866556
IPO7	-2.4066192	-1.8306177	1.8306177	-2.1845126	2.1845126	0.1167012061	0.1167012061	0.77397218933	0.77397218933	4.7720951	0.1167012061
IPO9	-2.6707797	-1.30229687	1.30229687	-1.1725689	1.1725689	0.3254760767	0.3254760767	0.77397218933	0.77397218933	1.3749178	0.3254760767
ISOC1	0.8103481	-1.84134509	1.84134509	-1.0291155	1.0291155	0.3790211935	0.3790211935	0.77397218933	0.77397218933	1.0590788	0.3790211935
ISYNA1	-1.4769079	1.47542158	-1.47542158	0.8885261	-0.8885261	0.4396077339	0.4396077339	0.79174069086	0.79174069086	0.7894787	0.4396077339
ITGA1	4.638357	0.77936815	-0.77936815	1.5322433	-1.5322433	0.222834544	0.222834544	0.77397218933	0.77397218933	2.3477694	0.222834544
ITGA2	1.6374293	3.86750443	-3.86750443	3.0144463	-3.0144463	0.0568860207	0.0568860207	0.77397218933	0.77397218933	9.0868865	0.0568860207
ITGAV	1.4666047	4.79045953	-4.79045953	2.6294679	-2.6294679	0.0782222855	0.0782222855	0.77397218933	0.77397218933	6.9141016	0.0782222855
ITGB1	5.1564376	0.64718661	-0.64718661	1.797388	-1.797388	0.1699682761	0.1699682761	0.77397218933	0.77397218933	3.2306035	0.1699682761
ITGB5	-0.4720642	1.37182574	-1.37182574	0.6584485	-0.6584485	0.5571982378	0.5571982378	0.86813475437	0.86813475437	0.4335544	0.5571982378
JPT1	-2.3334719	1.97691245	-1.97691245	1.2018182	-1.2018182	0.3155206492	0.3155206492	0.77397218933	0.77397218933	1.4443669	0.3155206492
JPT2	-1.5572985	-1.41597584	1.41597584	-0.7392987	0.7392987	0.5132348455	0.5132348455	0.8430181381	0.8430181381	0.5465626	0.5132348455
K2M2_SHEEP	-1.8324884	-0.76426058	0.76426058	-1.0879051	1.0879051	0.3561045406	0.3561045406	0.77397218933	0.77397218933	1.1835375	0.3561045406
KARS1	-2.8540356	0.93578497	-0.93578497	1.1285295	-1.1285295	0.3410659519	0.3410659519	0.77397218933	0.77397218933	1.2735788	0.3410659519
KCTD12	-2.6139402	1.41597584	-1.41597584	1.1803206	-1.1803206	0.3228070626	0.3228070626	0.77397218933	0.77397218933	1.3931567	0.3228070626
KHDRBS1	-2.3414876	-1.96088102	1.96088102	-1.2014363	1.2014363	0.3156486093	0.3156486093	0.77397218933	0.77397218933	1.4434492	0.3156486093
KHSRP	-0.5067811	-2.49666743	2.49666743	-3.18272	3.18272	0.0498721309	0.0498721309	0.77397218933	0.77397218933	10.1297064	0.0498721309
KIF21A	-2.8540356	-0.93578497	0.93578497	-1.1285295	1.1285295	0.3410659519	0.3410659519	0.77397218933	0.77397218933	1.2735788	0.3410659519
KIF5C	1.1193512	1.06706903	-1.06706903	0.5560748	-0.5560748	0.6168815001	0.6168815001	0.89316891617	0.89316891617	0.3092192	0.6168815001
KLC1	-2.4232085	-1.79743914	1.79743914	-1.8777855	1.8777855	0.1568823463	0.1568823463	0.77397218933	0.77397218933	3.5260784	0.1568823463
KPNA2	-2.117125	0.1949875	-0.1949875	0.5406221	-0.5406221	0.6262673525	0.6262673525	0.89760700625	0.89760700625	0.2922723	0.6262673525
KPNB1	5.2267504	-0.21093034	0.21093034	-0.5230861	0.5230861	0.6370344695	0.6370344695	0.90358412788	0.90358412788	0.273619	0.6370344695
KRT77	2.172413	-1.01074158	1.01074158	-0.3180027	0.3180027	0.7713005309	0.7713005309	0.97980509895	0.97980509895	0.1011257	0.7713005309
KTN1	-2.6139402	-1.41597584	1.41597584	-1.1803206	1.1803206	0.3228070626	0.3228070626	0.77397218933	0.77397218933	1.3931567	0.3228070626
L1CAM	3.5089564	0.01347626	-0.01347626	0.0368049	-0.0368049	0.9729489999	0.9729489999	1	1	0.0013546	0.9729489999
LAMC1	-2.6269406	1.389975	-1.389975	1.1787014	-1.1787014	0.323362737	0.323362737	0.77397218933	0.77397218933	1.389337	0.323362737
LAMP1	-2.3718548	-1.90014657	1.90014657	-1.1999046	1.1999046	0.3161624152	0.3161624152	0.77397218933	0.77397218933	1.439771	0.3161624152
LAMTOR1	-2.5294468	-0.52832083	0.52832083	-0.4456949	0.4456949	0.6859717321	0.6859717321	0.93680617401	0.93680617401	0.1986439	0.6859717321
LCE1C	0.7043441	0.61599897	-0.61599897	1.4975564	-1.4975564	0.2310217144	0.2310217144	0.77397218933	0.77397218933	2.2426751	0.2310217144
LDAH	-1.6638669	3.31612241	-3.31612241	2.3740736	-2.3740736	0.097994546	0.097994546	0.77397218933	0.77397218933	5.6362252	0.097994546
LDHB	4.2195242	-0.13585047	0.13585047	-0.414466	0.414466	0.7063422419	0.7063422419	0.93909882827	0.93909882827	0.1717821	0.7063422419
LETM1	-2.4811957	1.68146471	-1.68146471	1.1930199	-1.1930199	0.3184823403	0.3184823403	0.77397218933	0.77397218933	1.4232965	0.3184823403
LGALS1	3.5053106	0.17866957	-0.17866957	0.5478071	-0.5478071	0.6218912511	0.6218912511	0.89316891617	0.89316891617	0.3000927	0.6218912511
LGALS7B	-1.9991551	-1.09759392	1.09759392	-1.1527731	1.1527731	0.3323933716	0.3323933716	0.77397218933	0.77397218933	1.3288859	0.3323933716
LMAN2	-3.3219281	0	0	0	0	1	1	1	1	0	1
LMNB1	-2.0856193	0.35933417	-0.35933417	0.2015683	-0.2015683	0.8531274678	0.8531274678	0.99797892651	0.99797892651	0.0406298	0.8531274678
LOR	-2.137174	-1.31286649	1.31286649	-0.7345947	0.7345947	0.5157145343	0.5157145343	0.8430181381	0.8430181381	0.5396293	0.5157145343
LRP1	-3.0577677	-0.52832083	0.52832083	-0.9801436	0.9801436	0.3991833641	0.3991833641	0.77397218933	0.77397218933	0.9606815	0.3991833641
LRPPRC	-0.1988291	3.0762729	-3.0762729	2.9169674	-2.9169674	0.0615196611	0.0615196611	0.77397218933	0.77397218933	8.5086986	0.0615196611
LRRC4B	-2.0856193	-0.35933417	0.35933417	-0.2015683	0.2015683	0.8531274678	0.8531274678	0.99797892651	0.99797892651	0.0406298	0.8531274678
LRRC59	-0.9104059	1.65311934	-1.65311934	0.9518851	-0.9518851	0.4112717653	0.4112717653	0.77498583545	0.77498583545	0.9060852	0.4112717653
LSAMP	3.4360578	0.31161798	-0.31161798	0.6340779	-0.6340779	0.5710049987	0.5710049987	0.87595931672	0.87595931672	0.4020548	0.5710049987
LSS	1.6463888	0.07085099	-0.07085099	0.0687257	-0.0687257	0.9495255238	0.9495255238	1	1	0.0047232	0.9495255238
LUC7L2	-0.5036438	0.69133353	-0.69133353	0.9317053	-0.9317053	0.4201105943	0.4201105943	0.77988615639	0.77988615639	0.8680748	0.4201105943
LYZ	-1.7116317	-1.10730936	1.10730936	-1.2273761	1.2273761	0.3070757227	0.3070757227	0.77397218933	0.77397218933	1.506452	0.3070757227
M6PR	-1.3693393	1.07322601	-1.07322601	1.9707616	-1.9707616	0.143184664	0.143184664	0.77397218933	0.77397218933	3.8839012	0.143184664
MAOA	-2.1269406	-0.27669167	0.27669167	-0.7011415	0.7011415	0.5336285586	0.5336285586	0.85577643824	0.85577643824	0.4915994	0.5336285586
MAP1B	1.2588157	-2.314624	2.314624	-1.2871526	1.2871526	0.288221183	0.288221183	0.77397218933	0.77397218933	1.6567617	0.288221183
MAP4K4	-1.2072197	-1.34813137	1.34813137	-1.2331469	1.2331469	0.3052011619	0.3052011619	0.77397218933	0.77397218933	1.5206514	0.3052011619
MARCKS	3.239143	0.00308467	-0.00308467	0.0071949	-0.0071949	0.9947103626	0.9947103626	1	1	5.18e-05	0.9947103626
MARCKSL1	2.0967026	-0.73912478	0.73912478	-1.9213688	1.9213688	0.1502790968	0.1502790968	0.77397218933	0.77397218933	3.691658	0.1502790968
MARS1	-1.9232085	0.13077247	-0.13077247	0.0652736	-0.0652736	0.9520558947	0.9520558947	1	1	0.0042606	0.9520558947
MAT2A	1.8635159	-0.51671653	0.51671653	-0.6765807	0.6765807	0.5470914388	0.5470914388	0.86126034479	0.86126034479	0.4577614	0.5470914388
MAT2B	0.0692571	0.73115991	-0.73115991	0.7003192	-0.7003192	0.5340750352	0.5340750352	0.85577643824	0.85577643824	0.490447	0.5340750352
MATR3	-2.0971401	-2.44957605	2.44957605	-1.2100151	1.2100151	0.3127866489	0.3127866489	0.77397218933	0.77397218933	1.4641365	0.3127866489
MCAM	-1.6492325	-0.24948708	0.24948708	-0.6524767	0.6524767	0.5605578842	0.5605578842	0.87106241397	0.87106241397	0.4257259	0.5605578842
MCCC2	-2.9349401	-0.77397603	0.77397603	-1.0907978	1.0907978	0.3550124416	0.3550124416	0.77397218933	0.77397218933	1.1898399	0.3550124416
MDH1	0.0302368	1.04309434	-1.04309434	0.6713594	-0.6713594	0.5499871793	0.5499871793	0.86267651947	0.86267651947	0.4507235	0.5499871793
MDH2	1.7319618	1.51452362	-1.51452362	1.3674766	-1.3674766	0.2647727078	0.2647727078	0.77397218933	0.77397218933	1.8699922	0.2647727078
MGRN1	-2.6707797	-1.30229687	1.30229687	-1.1725689	1.1725689	0.3254760767	0.3254760767	0.77397218933	0.77397218933	1.3749178	0.3254760767
