seqnames	start	end	width	strand	length	abs_summit	pileup	X.log10.pvalue.	fold_enrichment	X.log10.qvalue.	name	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr11	78111462	78112283	822	*	823	78111583	16.53	8.79877	5.0031	4.84419	peak_252	Intron (ENST00000679559.1/79053, intron 8 of 13)	11	78100946	78104549	3604	2	79053	ENST00000531213.5	-6913	ENSG00000159063	ALG8	ALG8 alpha-1,3-glucosyltransferase
chr11	78123565	78124056	492	*	493	78123661	14.88	6.17368	3.96878	2.44766	peak_253	Promoter (1-2kb)	11	78100946	78125082	24137	2	79053	ENST00000681853.1	1026	ENSG00000159063	ALG8	ALG8 alpha-1,3-glucosyltransferase
chr11	78139306	78139859	554	*	555	78139378	14.05	7.11036	4.27188	3.29445	peak_254	Promoter (<=1kb)	11	78139756	78156235	16480	1	100289388	ENST00000701360.1	0	ENSG00000246174	KCTD21-AS1	KCTD21 antisense RNA 1
chr11	78169622	78170118	497	*	498	78169717	16.53	5.94584	3.50559	2.24416	peak_255	Promoter (2-3kb)	11	78167181	78173894	6714	1	100289388	ENST00000528468.1	2441	ENSG00000246174	KCTD21-AS1	KCTD21 antisense RNA 1
chr11	78182765	78183143	379	*	380	78183094	15.7	7.96283	4.76722	4.06508	peak_256	Intron (ENST00000340067.4/283219, intron 1 of 1)	11	78174059	78188588	14530	2	283219	ENST00000526208.5	5445	ENSG00000188997	KCTD21	potassium channel tetramerization domain containing 21
chr11	78187204	78187670	467	*	468	78187294	17.35	9.6591	5.23898	5.65763	peak_257	Promoter (<=1kb)	11	78174059	78188588	14530	2	283219	ENST00000526208.5	918	ENSG00000188997	KCTD21	potassium channel tetramerization domain containing 21
chr11	78188067	78188566	500	*	501	78188151	19.01	10.01272	4.96789	5.99516	peak_258	Promoter (<=1kb)	11	78174059	78188588	14530	2	283219	ENST00000526208.5	22	ENSG00000188997	KCTD21	potassium channel tetramerization domain containing 21
chr11	78189501	78189912	412	*	413	78189855	14.88	7.15268	4.53133	3.31311	peak_259	Promoter (<=1kb)	11	78188919	78215232	26314	1	57558	ENST00000529308.6	582	ENSG00000118369	USP35	ubiquitin specific peptidase 35
chr11	78198022	78198725	704	*	705	78198406	14.88	7.15268	4.53133	3.31311	peak_260	Promoter (<=1kb)	11	78198970	78214707	15738	1	57558	ENST00000526425.1	-245	ENSG00000118369	USP35	ubiquitin specific peptidase 35
chr11	78200506	78201007	502	*	503	78200531	13.22	6.36991	4.05957	2.61564	peak_261	Promoter (1-2kb)	11	78198970	78214707	15738	1	57558	ENST00000526425.1	1536	ENSG00000118369	USP35	ubiquitin specific peptidase 35
chr11	78204751	78205131	381	*	382	78205055	17.35	9.6591	5.23898	5.65763	peak_262	Promoter (2-3kb)	11	78207237	78209551	2315	1	57558	ENST00000530521.1	-2106	ENSG00000118369	USP35	ubiquitin specific peptidase 35
chr11	78212058	78212364	307	*	308	78212308	13.22	6.36991	4.05957	2.61564	peak_263	Intron (ENST00000530267.5/57558, intron 5 of 5)	11	78207237	78209551	2315	1	57558	ENST00000530521.1	4821	ENSG00000118369	USP35	ubiquitin specific peptidase 35
chr11	78213281	78213549	269	*	270	78213497	15.7	7.96283	4.76722	4.06508	peak_264	Intron (ENST00000530267.5/57558, intron 5 of 5)	11	78207237	78209551	2315	1	57558	ENST00000530521.1	6044	ENSG00000118369	USP35	ubiquitin specific peptidase 35
chr11	78217131	78217519	389	*	390	78217297	15.7	7.96283	4.76722	4.06508	peak_265	3' UTR	11	78223815	78225909	2095	1	57558	ENST00000656562.1	-6296	ENSG00000118369	USP35	ubiquitin specific peptidase 35
chr11	78219330	78219733	404	*	405	78219697	13.22	6.36991	4.05957	2.61564	peak_266	Exon (ENST00000361507.5/9846, exon 10 of 10)	11	78223815	78225909	2095	1	57558	ENST00000656562.1	-4082	ENSG00000118369	USP35	ubiquitin specific peptidase 35
chr11	78224931	78225950	1020	*	1021	78225159	16.53	8.79877	5.0031	4.84419	peak_267	Promoter (1-2kb)	11	78223815	78225909	2095	1	57558	ENST00000656562.1	1116	ENSG00000118369	USP35	ubiquitin specific peptidase 35
chr11	78236933	78237328	396	*	397	78237039	15.7	5.31046	3.34031	1.69154	peak_268	Intron (ENST00000361507.5/9846, intron 3 of 9)	11	78226620	78231932	5313	2	9846	ENST00000528329.1	-5001	ENSG00000033327	GAB2	GRB2 associated binding protein 2
chr11	78239841	78240137	297	*	298	78239872	16.53	8.79877	5.0031	4.84419	peak_269	Intron (ENST00000361507.5/9846, intron 3 of 9)	11	78226620	78231932	5313	2	9846	ENST00000528329.1	-7909	ENSG00000033327	GAB2	GRB2 associated binding protein 2
chr11	78261854	78262158	305	*	306	78262109	15.7	6.9063	4.17538	3.1089	peak_270	Intron (ENST00000361507.5/9846, intron 2 of 9)	11	78226620	78231932	5313	2	9846	ENST00000528329.1	-29922	ENSG00000033327	GAB2	GRB2 associated binding protein 2
chr11	78281605	78282066	462	*	463	78281760	15.7	7.96283	4.76722	4.06508	peak_271	Intron (ENST00000361507.5/9846, intron 1 of 9)	11	78314796	78319236	4441	1	105369402	ENST00000691438.1	-32730	NA	LOC105369402	uncharacterized LOC105369402
chr11	78285122	78285535	414	*	415	78285167	15.7	7.96283	4.76722	4.06508	peak_272	Intron (ENST00000361507.5/9846, intron 1 of 9)	11	78314796	78319236	4441	1	105369402	ENST00000691438.1	-29261	NA	LOC105369402	uncharacterized LOC105369402
chr11	78312720	78313154	435	*	436	78313110	14.05	7.11036	4.27188	3.29445	peak_273	Promoter (1-2kb)	11	78314796	78319236	4441	1	105369402	ENST00000691438.1	-1642	NA	LOC105369402	uncharacterized LOC105369402
chr11	78345533	78345823	291	*	292	78345730	19.01	11.44792	5.71075	7.35984	peak_274	Intron (ENST00000534168.1/ENST00000534168.1, intron 1 of 1)	11	78215297	78341880	126584	2	9846	ENST00000340149.6	-3653	ENSG00000033327	GAB2	GRB2 associated binding protein 2
chr11	78348266	78348522	257	*	258	78348482	13.22	6.36991	4.05957	2.61564	peak_275	Intron (ENST00000534168.1/ENST00000534168.1, intron 1 of 1)	11	78215297	78341880	126584	2	9846	ENST00000340149.6	-6386	ENSG00000033327	GAB2	GRB2 associated binding protein 2
chr11	78348956	78349388	433	*	434	78349103	17.35	9.6591	5.23898	5.65763	peak_276	Intron (ENST00000534168.1/ENST00000534168.1, intron 1 of 1)	11	78215297	78341880	126584	2	9846	ENST00000340149.6	-7076	ENSG00000033327	GAB2	GRB2 associated binding protein 2
chr11	78351038	78351326	289	*	290	78351050	14.05	6.17368	3.76219	2.44766	peak_277	Intron (ENST00000534168.1/ENST00000534168.1, intron 1 of 1)	11	78215297	78341880	126584	2	9846	ENST00000340149.6	-9158	ENSG00000033327	GAB2	GRB2 associated binding protein 2
chr11	78372505	78372875	371	*	372	78372580	13.22	6.36991	4.05957	2.61564	peak_278	Intron (ENST00000534168.1/ENST00000534168.1, intron 1 of 1)	11	78215297	78341880	126584	2	9846	ENST00000340149.6	-30625	ENSG00000033327	GAB2	GRB2 associated binding protein 2
chr11	78373809	78374247	439	*	440	78373870	13.22	6.23069	3.98029	2.50087	peak_279	Intron (ENST00000534168.1/ENST00000534168.1, intron 1 of 1)	11	78215297	78341880	126584	2	9846	ENST00000340149.6	-31929	ENSG00000033327	GAB2	GRB2 associated binding protein 2
chr11	78380900	78381250	351	*	352	78381033	16.53	7.66459	4.38198	3.79152	peak_280	Intron (ENST00000534168.1/ENST00000534168.1, intron 1 of 1)	11	78280460	78417771	137312	2	9846	ENST00000534823.1	36521	ENSG00000033327	GAB2	GRB2 associated binding protein 2
chr11	78421224	78421715	492	*	493	78421236	13.22	5.46828	3.55559	1.82986	peak_281	Promoter (2-3kb)	11	78250271	78418348	168078	2	9846	ENST00000528886.5	-2876	ENSG00000033327	GAB2	GRB2 associated binding protein 2
chr11	78423088	78423367	280	*	281	78423290	14.05	7.11036	4.27188	3.29445	peak_282	Intron (ENST00000534168.1/ENST00000534168.1, intron 1 of 1)	11	78424614	78427810	3197	2	101928865	ENST00000664831.1	4443	ENSG00000251323	LINC02728	long intergenic non-protein coding RNA 2728
chr11	78439318	78439667	350	*	351	78439604	18.18	10.54253	5.47487	6.49709	peak_283	Intron (ENST00000534168.1/ENST00000534168.1, intron 1 of 1)	11	78436704	78443721	7018	2	79731	ENST00000695363.1	4054	ENSG00000137513	NARS2	asparaginyl-tRNA synthetase 2, mitochondrial
chr11	78459511	78460460	950	*	951	78460181	17.35	9.6591	5.23898	5.65763	peak_284	Intron (ENST00000695341.1/79731, intron 11 of 12)	11	78436704	78443721	7018	2	79731	ENST00000695363.1	-15790	ENSG00000137513	NARS2	asparaginyl-tRNA synthetase 2, mitochondrial
chr11	78469735	78469988	254	*	255	78469919	14.88	6.08173	3.91735	2.37055	peak_285	Intron (ENST00000695341.1/79731, intron 9 of 12)	11	78436704	78443721	7018	2	79731	ENST00000695363.1	-26014	ENSG00000137513	NARS2	asparaginyl-tRNA synthetase 2, mitochondrial
chr11	78497558	78497824	267	*	268	78497759	13.22	6.36991	4.05957	2.61564	peak_286	Intron (ENST00000695341.1/79731, intron 7 of 12)	11	78533176	78558565	25390	1	101928896	ENST00000526976.1	-35352	ENSG00000255084	LOC101928896	uncharacterized LOC101928896
chr11	78513675	78514070	396	*	397	78513926	14.88	6.17368	3.96878	2.44766	peak_287	Intron (ENST00000695341.1/79731, intron 7 of 12)	11	78533176	78558565	25390	1	101928896	ENST00000526976.1	-19106	ENSG00000255084	LOC101928896	uncharacterized LOC101928896
chr11	78514969	78515269	301	*	302	78515132	16.53	7.66459	4.38198	3.79152	peak_288	Intron (ENST00000695341.1/79731, intron 7 of 12)	11	78533176	78558565	25390	1	101928896	ENST00000526976.1	-17907	ENSG00000255084	LOC101928896	uncharacterized LOC101928896
chr11	78519642	78519954	313	*	314	78519915	12.4	5.61631	3.82368	1.94469	peak_289	Intron (ENST00000695341.1/79731, intron 7 of 12)	11	78533176	78558565	25390	1	101928896	ENST00000526976.1	-13222	ENSG00000255084	LOC101928896	uncharacterized LOC101928896
chr11	78533562	78533928	367	*	368	78533771	16.53	8.79877	5.0031	4.84419	peak_290	Promoter (<=1kb)	11	78533176	78558565	25390	1	101928896	ENST00000526976.1	386	ENSG00000255084	LOC101928896	uncharacterized LOC101928896
chr11	78565166	78565963	798	*	799	78565566	20.66	12.15224	6.06178	8.03884	peak_291	Promoter (<=1kb)	11	78436670	78566267	129598	2	79731	ENST00000525345.6	304	ENSG00000137513	NARS2	asparaginyl-tRNA synthetase 2, mitochondrial
chr11	78573888	78574558	671	*	672	78574364	18.18	10.54253	5.47487	6.49709	peak_292	Promoter (<=1kb)	11	78465883	78574518	108636	2	79731	ENST00000529880.1	0	ENSG00000137513	NARS2	asparaginyl-tRNA synthetase 2, mitochondrial
chr11	78581851	78582162	312	*	313	78581913	13.22	6.36991	4.05957	2.61564	peak_293	Exon (ENST00000526024.1/ENST00000526024.1, exon 1 of 1)	11	78436048	78575194	139147	2	79731	ENST00000695116.1	-6657	ENSG00000137513	NARS2	asparaginyl-tRNA synthetase 2, mitochondrial
chr11	78605669	78605988	320	*	321	78605740	15.7	7.96283	4.76722	4.06508	peak_294	Distal Intergenic	11	78436048	78575194	139147	2	79731	ENST00000695116.1	-30475	ENSG00000137513	NARS2	asparaginyl-tRNA synthetase 2, mitochondrial
chr11	78609759	78610135	377	*	378	78609885	19.01	10.66489	5.29988	6.61576	peak_295	Distal Intergenic	11	78436048	78575194	139147	2	79731	ENST00000695116.1	-34565	ENSG00000137513	NARS2	asparaginyl-tRNA synthetase 2, mitochondrial
chr11	118619299	118619573	275	*	276	118619363	14.88	6.8955	4.38098	3.10107	peak_296	Promoter (1-2kb)	11	118621363	118627593	6231	1	23187	ENST00000526374.5	-1790	ENSG00000019144	PHLDB1	pleckstrin homology like domain family B member 1
chr12	10033	10404	372	*	373	10237	377.66	206.39056	8.23181	201.20383	peak_297	Distal Intergenic	12	14522	32015	17494	2	100288778	ENST00000400706.3	21611	ENSG00000226210	WASH8P	WAS protein family homolog 8, pseudogene
chr12	2720505	2720953	449	*	450	2720737	18.18	7.22757	3.80843	3.38286	peak_298	Intron (ENST00000636122.1/283440, intron 4 of 5)	12	2740032	2745519	5488	1	107984539	ENST00000613818.4	-19079	ENSG00000274659	LINC02371	long intergenic non-protein coding RNA 2371
chr12	6851428	6851962	535	*	536	6851483	20.66	11.91907	5.93605	7.81343	peak_299	Promoter (<=1kb)	12	6850199	6851292	1094	2	83461	ENST00000446553.2	-136	ENSG00000111665	CDCA3	cell division cycle associated 3
chr12	35017563	35018331	769	*	770	35018216	14.05	6.17368	3.76219	2.44766	peak_300	Distal Intergenic	12	34022496	34028302	5807	1	84920	ENST00000266483.7	995067	ENSG00000139133	ALG10	ALG10 alpha-1,2-glucosyltransferase
chr12	35799290	35799554	265	*	266	35799497	14.88	6.54224	4.1774	2.77105	peak_301	Distal Intergenic	12	34022496	34028302	5807	1	84920	ENST00000266483.7	1776794	ENSG00000139133	ALG10	ALG10 alpha-1,2-glucosyltransferase
chr12	36203674	36204159	486	*	487	36204064	18.18	7.28745	3.83614	3.43853	peak_302	Distal Intergenic	12	38316762	38323982	7221	1	144245	ENST00000551464.1	-2112603	ENSG00000175548	ALG10B	ALG10 alpha-1,2-glucosyltransferase B
chr12	36885550	36886242	693	*	694	36886114	17.35	5.26629	3.05905	1.65591	peak_303	Distal Intergenic	12	38316762	38323982	7221	1	144245	ENST00000551464.1	-1430520	ENSG00000175548	ALG10B	ALG10 alpha-1,2-glucosyltransferase B
chr12	37014229	37014682	454	*	455	37014453	19.01	10.07505	4.9992	6.05618	peak_304	Distal Intergenic	12	38316762	38323982	7221	1	144245	ENST00000551464.1	-1302080	ENSG00000175548	ALG10B	ALG10 alpha-1,2-glucosyltransferase B
chr12	37235997	37236530	534	*	535	37236155	37.19	12.25296	3.81878	8.13657	peak_305	Distal Intergenic	12	38316762	38323982	7221	1	144245	ENST00000551464.1	-1080232	ENSG00000175548	ALG10B	ALG10 alpha-1,2-glucosyltransferase B
chr12	37236911	37238657	1747	*	1748	37237964	84.29	39.33943	6.09232	34.69166	peak_306	Distal Intergenic	12	38316762	38323982	7221	1	144245	ENST00000551464.1	-1078105	ENSG00000175548	ALG10B	ALG10 alpha-1,2-glucosyltransferase B
chr12	37239573	37240626	1054	*	1055	37239761	37.19	16.44743	5.05189	12.19519	peak_307	Distal Intergenic	12	38316762	38323982	7221	1	144245	ENST00000551464.1	-1076136	ENSG00000175548	ALG10B	ALG10 alpha-1,2-glucosyltransferase B
chr12	37245828	37247332	1505	*	1506	37246371	31.4	21.29953	8.04588	16.92528	peak_308	Distal Intergenic	12	38316762	38323982	7221	1	144245	ENST00000551464.1	-1069430	ENSG00000175548	ALG10B	ALG10 alpha-1,2-glucosyltransferase B
chr12	37260207	37260694	488	*	489	37260611	19.01	7.92762	3.97252	4.03824	peak_309	Distal Intergenic	12	38316762	38323982	7221	1	144245	ENST00000551464.1	-1056068	ENSG00000175548	ALG10B	ALG10 alpha-1,2-glucosyltransferase B
chr12	56221932	56222412	481	*	482	56222144	45.45	40.32611	13.18627	35.66483	peak_310	Promoter (<=1kb)	12	56206447	56221933	15487	2	10193	ENST00000552656.5	0	ENSG00000181852	RNF41	ring finger protein 41
chr12	56360225	56360477	253	*	254	56360341	19.01	11.31301	5.63904	7.23749	peak_311	Promoter (<=1kb)	12	56342366	56360203	17838	2	6773	ENST00000698193.1	-22	ENSG00000170581	STAT2	signal transducer and activator of transcription 2
chr12	65169748	65170083	336	*	337	65169884	14.88	7.15268	4.53133	3.31311	peak_312	Promoter (<=1kb)	12	65169583	65248355	78773	1	23592	ENST00000308330.3	165	ENSG00000174106	LEMD3	LEM domain containing 3
chr12	69405369	69405639	271	*	272	69405469	37.19	29.6163	10.39378	25.09473	peak_313	Distal Intergenic	12	69449470	69460724	11255	1	105369822	ENST00000549261.1	-43831	NA	LINC02373	long intergenic non-protein coding RNA 2373
chr12	75330022	75330314	293	*	294	75330193	34.71	27.12158	10.19253	22.64093	peak_314	Promoter (<=1kb)	12	75275979	75330025	54047	2	84698	ENST00000409799.6	0	ENSG00000180881	CAPS2	calcyphosine 2
chr12	98644771	98645071	301	*	302	98644835	18.18	10.54253	5.47487	6.49709	peak_315	Promoter (<=1kb)	12	98613405	98644954	31550	2	121457	ENST00000393042.3	0	ENSG00000166130	IKBIP	IKBKB interacting protein
chr12	104588349	104588868	520	*	521	104588709	28.92	18.36732	7.48097	14.06185	peak_316	Promoter (<=1kb)	12	104588848	104757339	168492	1	50515	ENST00000549016.1	0	ENSG00000171310	CHST11	carbohydrate sulfotransferase 11
chr12	123383760	123384050	291	*	292	123383941	20.66	12.37422	6.18252	8.25241	peak_317	Promoter (<=1kb)	12	123384132	123409353	25222	1	387893	ENST00000402868.8	-82	ENSG00000183955	KMT5A	lysine methyltransferase 5A
chr12	130392121	130393127	1007	*	1008	130392460	23.14	6.41011	3.01739	2.6492	peak_318	Distal Intergenic	12	130397310	130407830	10521	2	23504	ENST00000540658.1	14703	ENSG00000060709	RIMBP2	RIMS binding protein 2
chr12	131579890	131581422	1533	*	1534	131580766	18.18	7.28745	3.83614	3.43853	peak_319	Distal Intergenic	12	131462853	131529894	67042	2	101929974	ENST00000653719.1	-49996	NA	LOC101929974	uncharacterized LOC101929974
chr12	131582362	131582754	393	*	394	131582463	17.35	7.38795	4.05009	3.53445	peak_320	Distal Intergenic	12	131462853	131529894	67042	2	101929974	ENST00000653719.1	-52468	NA	LOC101929974	uncharacterized LOC101929974
chr12	133264977	133265285	309	*	310	133265124	207.43	47.33854	3.30834	42.60591	peak_321	Distal Intergenic	12	133218312	133235877	17566	2	647589	ENST00000545940.6	-29100	ENSG00000227059	ANHX	anomalous homeobox
chr13	17614026	17614537	512	*	513	17614162	15.7	7.96283	4.76722	4.06508	peak_322	Distal Intergenic	13	18195297	18232024	36728	1	26080	ENST00000623511.1	-580760	ENSG00000279516	FAM230C	family with sequence similarity 230 member C
chr13	17655389	17655693	305	*	306	17655620	19.01	6.46191	3.33452	2.69478	peak_323	Distal Intergenic	13	18195297	18232024	36728	1	26080	ENST00000623511.1	-539604	ENSG00000279516	FAM230C	family with sequence similarity 230 member C
chr13	18211831	18212343	513	*	514	18212113	173.54	23.67223	2.391	19.25197	peak_324	Promoter (<=1kb)	13	18211959	18230481	18523	1	26080	ENST00000651051.1	0	ENSG00000279516	FAM230C	family with sequence similarity 230 member C
chr13	23321663	23322002	340	*	341	23321812	15.7	7.96283	4.76722	4.06508	peak_325	3' UTR	13	23353736	23354890	1155	2	26278	ENST00000476776.1	32888	ENSG00000151835	SACS	sacsin molecular chaperone
chr13	51793566	51793906	341	*	342	51793668	17.35	9.60687	5.21024	5.61173	peak_326	Intron (ENST00000642706.1/79758, intron 5 of 10)	13	51771821	51790076	18256	2	79758	ENST00000489680.5	-3490	ENSG00000102796	DHRS12	dehydrogenase/reductase 12
chr13	52455137	52455432	296	*	297	52455312	16.53	8.74986	4.97565	4.8029	peak_327	Promoter (<=1kb)	13	52455429	52461353	5925	1	26586	ENST00000468284.1	0	ENSG00000136108	CKAP2	cytoskeleton associated protein 2
chr13	110347708	110348299	592	*	593	110348001	49.58	43.50072	13.39963	38.8057	peak_328	Intron (ENST00000400163.7/1284, intron 3 of 4)	13	110340958	110341029	72	1	102465872	ENST00000616690.1	6750	ENSG00000276765	MIR8073	microRNA 8073
chr14	37197741	37198190	450	*	451	37198044	19.83	11.44792	5.94663	7.35984	peak_329	Promoter (<=1kb)	14	37197894	37519235	321342	1	145282	ENST00000694961.1	0	ENSG00000151338	MIPOL1	mirror-image polydactyly 1
chr14	77486192	77486470	279	*	280	77486383	17.35	9.6591	5.23898	5.65763	peak_330	Intron (ENST00000216481.10/145501, intron 2 of 7)	14	77475840	77482899	7060	2	145501	ENST00000487738.1	-3293	ENSG00000100593	ISM2	isthmin 2
chr14	99480961	99481367	407	*	408	99481106	23.14	14.39339	6.43746	10.20578	peak_331	Promoter (<=1kb)	14	99481169	99502376	21208	1	8812	ENST00000557165.5	0	ENSG00000090061	CCNK	cyclin K
chr14	104251024	104251792	769	*	770	104251301	17.35	5.26629	3.05905	1.65591	peak_332	Intron (ENST00000553757.1/145195, intron 1 of 2)	14	104223655	104244622	20968	1	145195	ENST00000662137.1	27369	ENSG00000258913	LINC02691	long intergenic non-protein coding RNA 2691
chr14	104752671	104753071	401	*	402	104752932	32.23	22.33826	8.25108	17.94457	peak_333	Promoter (<=1kb)	14	104753147	104757479	4333	1	10572	ENST00000535554.4	-76	ENSG00000184990	SIVA1	SIVA1 apoptosis inducing factor
chr14	105475503	105475964	462	*	463	105475605	15.7	7.96283	4.76722	4.06508	peak_334	Promoter (<=1kb)	14	105475859	105480161	4303	1	1397	ENST00000548989.5	0	ENSG00000182809	CRIP2	cysteine rich protein 2
chr14	106752395	106752915	521	*	522	106752649	39.67	6.48464	2.39218	2.71643	peak_335	Distal Intergenic	14	106850885	106850999	115	2	100847062	ENST00000583555.1	98084	ENSG00000265929	MIR5195	microRNA 5195
chr15	17081408	17081685	278	*	279	17081419	80.99	6.42492	1.82193	2.66383	peak_336	Distal Intergenic	15	20012741	20014208	1468	1	105379202	ENST00000611556.1	-2931056	NA	FAM30B	family with sequence similarity 30 member B
chr15	19566201	19567121	921	*	922	19567017	18.18	7.28745	3.83614	3.43853	peak_337	Distal Intergenic	15	20012741	20014208	1468	1	105379202	ENST00000611556.1	-445620	NA	FAM30B	family with sequence similarity 30 member B
chr15	19775407	19780954	5548	*	5549	19776190	88.42	95.04207	22.35611	90.02798	peak_338	Distal Intergenic	15	20012741	20014208	1468	1	105379202	ENST00000611556.1	-231787	NA	FAM30B	family with sequence similarity 30 member B
chr15	19782285	19783932	1648	*	1649	19782518	41.32	30.48921	9.71698	25.95582	peak_339	Distal Intergenic	15	20012741	20014208	1468	1	105379202	ENST00000611556.1	-228809	NA	FAM30B	family with sequence similarity 30 member B
chr15	20101820	20106011	4192	*	4193	20104768	87.6	54.15737	8.8598	49.36637	peak_340	Distal Intergenic	15	20012741	20014208	1468	1	105379202	ENST00000611556.1	89079	NA	FAM30B	family with sequence similarity 30 member B
chr15	20340295	20343838	3544	*	3545	20341174	161.15	86.39341	7.65499	81.41137	peak_341	Distal Intergenic	15	20283496	20291558	8063	1	646096	ENST00000554701.2	56799	ENSG00000259156	CHEK2P2	CHEK2 pseudogene 2
chr15	21108840	21112887	4048	*	4049	21110654	80.16	28.37931	4.50891	23.87885	peak_342	Distal Intergenic	15	21019388	21020851	1464	1	654499	ENST00000561158.1	89452	NA	FAM30C	family with sequence similarity 30 member C
chr15	75450405	75450772	368	*	369	75450596	22.31	13.78194	6.38901	9.61087	peak_343	Promoter (<=1kb)	15	75430069	75451537	21469	2	25942	ENST00000568919.1	765	ENSG00000169375	SIN3A	SIN3 transcription regulator family member A
chr15	75451769	75452189	421	*	422	75452072	25.62	15.45244	6.65457	11.22791	peak_344	Promoter (<=1kb)	15	75430321	75451746	21426	2	25942	ENST00000565264.1	-23	ENSG00000169375	SIN3A	SIN3 transcription regulator family member A
chr15	98896941	98897295	355	*	356	98897030	14.05	7.15268	4.29545	3.31311	peak_345	Promoter (<=1kb)	15	98897286	98899576	2291	1	3480	ENST00000558947.1	0	ENSG00000140443	IGF1R	insulin like growth factor 1 receptor
chr15	100557225	100557548	324	*	325	100557383	15.7	7.96283	4.76722	4.06508	peak_346	Promoter (1-2kb)	15	100558677	100559798	1122	1	102723335	ENST00000559349.1	-1129	ENSG00000259540	LOC102723335	uncharacterized LOC102723335
chr16	589348	589923	576	*	577	589783	50.41	46.9313	14.67431	42.20212	peak_347	Promoter (<=1kb)	16	589357	626026	36670	1	57799	ENST00000569575.5	0	ENSG00000197562	RAB40C	RAB40C, member RAS oncogene family
chr16	960669	960953	285	*	286	960898	16.53	8.79877	5.0031	4.84419	peak_348	Intron (ENST00000262301.16/64788, intron 1 of 10)	16	910980	964122	53143	2	64788	ENST00000562380.5	3169	ENSG00000103227	LMF1	lipase maturation factor 1
chr16	3021591	3021865	275	*	276	3021748	16.53	6.26813	3.66378	2.53637	peak_349	Promoter (1-2kb)	16	3020390	3022383	1994	1	51330	ENST00000571351.1	1201	ENSG00000006327	TNFRSF12A	TNF receptor superfamily member 12A
chr16	22534925	22535504	580	*	581	22535168	15.7	5.31046	3.34031	1.69154	peak_350	3' UTR	16	22531492	22533812	2321	1	100132247	ENST00000442450.2	3433	ENSG00000243716	NPIPB5	nuclear pore complex interacting protein family member B5
chr16	30335066	30335437	372	*	373	30335156	17.35	8.72673	4.73547	4.7823	peak_351	Promoter (<=1kb)	16	30285018	30335395	50378	2	595101	ENST00000411546.5	0	ENSG00000183604	SMG1P5	SMG1 pseudogene 5
chr16	30370597	30371047	451	*	452	30370836	28.92	20.43859	8.54135	16.0822	peak_352	Promoter (<=1kb)	16	30370934	30376698	5765	1	29895	ENST00000563718.5	0	ENSG00000180209	MYL11	myosin light chain 11
chr16	30377992	30378313	322	*	323	30378064	22.31	10.68882	4.87294	6.63892	peak_353	Promoter (<=1kb)	16	30378312	30397691	19380	1	197407	ENST00000528032.5	0	ENSG00000180035	ZNF48	zinc finger protein 48
chr16	30650820	30651310	491	*	492	30650869	17.35	9.6591	5.23898	5.65763	peak_354	Promoter (<=1kb)	16	30650936	30652886	1951	1	78994	ENST00000565410.5	0	ENSG00000156858	PRR14	proline rich 14
chr16	30658016	30659215	1200	*	1201	30658102	35.54	25.66042	9.13376	21.20355	peak_355	Promoter (<=1kb)	16	30658431	30670810	12380	1	64319	ENST00000356166.11	0	ENSG00000156860	FBRS	fibrosin
chr16	32285471	32286220	750	*	751	32285696	28.1	18.26469	7.22508	13.96543	peak_356	Distal Intergenic	16	32289691	32289838	148	2	390705	ENST00000562267.2	3618	NA	LOC390705	protein phosphatase 2 regulatory subunit B'', beta pseudogene
chr16	33336004	33339922	3919	*	3920	33338675	155.36	41.95407	3.72292	37.27391	peak_357	Distal Intergenic	16	33206431	33330342	123912	2	105369266	ENST00000569199.1	-5662	NA	LOC105369266	uncharacterized LOC105369266
chr16	33491313	33492427	1115	*	1116	33491674	155.36	51.6229	4.4675	46.85232	peak_358	Distal Intergenic	16	33459650	33462249	2600	1	102724127	ENST00000617705.1	31663	ENSG00000278848	TP53TG3F	TP53 target 3 family member F
chr16	34573243	34574420	1178	*	1179	34574026	814.83	76.92958	2.0759	71.99566	peak_359	Distal Intergenic	16	34387599	34389827	2229	2	107987235	ENST00000673429.1	-183416	NA	LOC107987235	putative uncharacterized protein MGC34800
chr16	34582800	34583688	889	*	890	34583111	1482.56	54.96788	1.54698	50.171	peak_360	Distal Intergenic	16	34387599	34389827	2229	2	107987235	ENST00000673429.1	-192973	NA	LOC107987235	putative uncharacterized protein MGC34800
chr16	34586636	34586898	263	*	264	34586822	1076.79	74.84807	1.85188	69.92371	peak_361	Distal Intergenic	16	34387599	34389827	2229	2	107987235	ENST00000673429.1	-196809	NA	LOC107987235	putative uncharacterized protein MGC34800
chr16	34589933	34590381	449	*	450	34590313	350.39	11.04862	1.4618	6.983	peak_362	Distal Intergenic	16	34387599	34389827	2229	2	107987235	ENST00000673429.1	-200106	NA	LOC107987235	putative uncharacterized protein MGC34800
chr16	34592702	34593558	857	*	858	34593255	1166.87	48.7163	1.59111	43.97234	peak_363	Distal Intergenic	16	34387599	34389827	2229	2	107987235	ENST00000673429.1	-202875	NA	LOC107987235	putative uncharacterized protein MGC34800
